Write_Current_A,Write_Voltage_V,Inst_Resistance_Ohm,Rem_Resistance_Ohm
-6e-06,-13.356644,2226107.333333333,2416876.0
-5.898305084745763e-06,-13.22811,2242696.8103448274,2439484.0000000005
-5.796610169491525e-06,-13.109852,2261641.134502924,2449870.0000000005
-5.694915254237289e-06,-12.953601,2274590.651785714,2459813.0
-5.593220338983051e-06,-12.78473,2285754.7575757573,2471814.0000000005
-5.491525423728814e-06,-12.620195,2298121.9290123456,2478007.0
-5.389830508474576e-06,-12.407214,2301967.3773584906,2486668.0
-5.288135593220339e-06,-12.238874,2314402.455128205,2492574.0
-5.186440677966102e-06,-12.044741,2322352.022875817,2497120.0
-5.084745762711865e-06,-11.843971,2329314.2966666664,2504564.0
-4.983050847457627e-06,-11.634564,2334827.469387755,2508003.0
-4.88135593220339e-06,-11.438329,2343268.7881944445,2511753.0000000005
-4.779661016949152e-06,-11.222529,2347975.925531915,2517161.0000000005
-4.677966101694916e-06,-11.010578,2353710.5144927534,2519152.0
-4.576271186440678e-06,-10.805605,2361224.796296296,2520546.0
-4.474576271186441e-06,-10.575824,2363536.4242424243,2521619.0
-4.372881355932203e-06,-10.37857,2373393.914728682,2526740.0000000005
-4.271186440677967e-06,-10.150747,2376563.7817460317,2527392.0
-4.169491525423729e-06,-9.92904,2381355.1219512196,2526408.0
-4.067796610169492e-06,-9.711448,2387397.6333333333,2528897.0000000005
-3.966101694915254e-06,-9.480904,2390484.341880342,2528509.0
-3.864406779661017e-06,-9.25327,2394486.5350877196,2528841.0
-3.7627118644067798e-06,-9.038719,2402182.0765765766,2531164.0
-3.6610169491525423e-06,-8.815354,2407897.6203703703,2530102.0
-3.5593220338983053e-06,-8.57668,2409638.6666666665,2528454.0
-3.457627118644068e-06,-8.346601,2413967.93627451,2529914.0000000005
-3.3559322033898308e-06,-8.130467,2422714.9141414138,2530832.0000000005
-3.2542372881355933e-06,-7.889139,2424266.671875,2529582.0
-3.152542372881356e-06,-7.653474,2427714.870967742,2530887.0
-3.050847457627119e-06,-7.424367,2433542.5166666666,2528664.0
-2.9491525423728813e-06,-7.178162,2433974.471264368,2528465.0000000005
-2.8474576271186443e-06,-6.946313,2439478.970238095,2527381.0
-2.745762711864407e-06,-6.708325,2443155.401234568,2524107.0
-2.6440677966101694e-06,-6.457507,2442262.262820513,2522393.0
-2.5423728813559323e-06,-6.220436,2446704.8266666667,2522304.0
-2.440677966101695e-06,-5.979861,2450081.9375,2521486.0
-2.338983050847458e-06,-5.723369,2446947.615942029,2518312.0
-2.2372881355932204e-06,-5.49173,2454636.8939393936,2519938.0
-2.1355932203389833e-06,-5.246243,2456574.1031746026,2518511.0000000005
-2.033898305084746e-06,-4.997604,2457155.3,2517438.0
-1.9322033898305084e-06,-4.751598,2459160.368421053,2518588.0
-1.830508474576271e-06,-4.51351,2465713.7962962966,2517792.0
-1.7288135593220343e-06,-4.258744,2463391.137254901,2515768.0
-1.6271186440677969e-06,-4.019073,2470055.2812499995,2516885.0
-1.5254237288135594e-06,-3.772547,2473114.144444444,2516553.0
-1.423728813559322e-06,-3.51694,2470231.666666667,2516077.0
-1.3220338983050845e-06,-3.270778,2474050.025641026,2515646.0
-1.2203389830508479e-06,-3.028853,2481976.763888888,2514219.0000000005
-1.1186440677966104e-06,-2.771897,2477907.924242424,2513003.0
-1.016949152542373e-06,-2.525547,2483454.55,2515724.0
-9.152542372881355e-07,-2.281509,2492759.8333333335,2516299.0
-8.13559322033898e-07,-2.025226,2489340.2916666674,2517372.0
-7.118644067796614e-07,-1.778633,2498555.8809523797,2517073.0
-6.101694915254239e-07,-1.530392,2508142.4444444436,2516564.0
-5.084745762711865e-07,-1.269498,2496679.4,2518190.0000000005
-4.06779661016949e-07,-1.020528,2508798.000000001,2518677.0
-3.0508474576271154e-07,-0.769542,2522387.6666666693,2520015.0
-2.0338983050847493e-07,-0.505628,2486004.333333329,2520833.0
-1.0169491525423746e-07,-0.252167,2479642.1666666623,2520612.0
0.0,0.001294,,2522515.0
