Write_Current_A,Write_Voltage_V,Inst_Resistance_Ohm,Rem_Resistance_Ohm
4.556962025316455e-06,18.149725,3982856.319444445,4189336.0
4.455696202531645e-06,17.903575,4018131.889204546,4183252.0000000005
4.354430379746835e-06,17.491304,4016898.3023255817,4180155.0000000005
4.253164556962025e-06,17.081205,4016116.6517857146,4174183.0000000005
4.151898734177215e-06,16.662212,4013154.7195121953,4165312.0000000005
4.050632911392405e-06,16.242357,4009831.8843749994,4155623.0000000005
3.949367088607594e-06,15.798092,4000157.910256411,4145171.0000000005
3.848101265822784e-06,15.369918,3994156.3223684216,4133525.0
3.7468354430379744e-06,14.938782,3987039.7905405406,4120650.0000000005
3.6455696202531644e-06,14.50791,3979600.3125000005,4108405.9999999995
3.5443037974683544e-06,14.058568,3966524.5428571426,4094581.0
3.4430379746835444e-06,13.626379,3957661.5477941176,4078919.0
3.3417721518987344e-06,13.198284,3949486.4999999995,4065470.0000000005
3.2405063291139235e-06,12.770787,3940985.050781251,4050593.0000000005
3.1392405063291135e-06,12.325534,3926278.975806452,4035009.0
3.0379746835443035e-06,11.901742,3917656.741666667,4021360.0
2.9367088607594935e-06,11.47962,3909008.534482759,4005887.0000000005
2.8354430379746835e-06,11.060042,3900639.8125,3993090.0
2.7341772151898735e-06,10.626561,3886566.291666667,3976566.0
2.6329113924050635e-06,10.211195,3878290.408653846,3963371.0
2.5316455696202526e-06,9.799226,3870694.270000001,3949202.0000000005
2.4303797468354426e-06,9.39074,3863898.229166667,3937069.0000000005
2.3291139240506326e-06,8.968762,3850718.4673913047,3921042.0
2.2278481012658226e-06,8.565299,3844651.2556818184,3911276.0
2.1265822784810126e-06,8.165041,3839513.3273809524,3898213.0000000005
2.0253164556962026e-06,7.765438,3834185.0124999997,3885284.0
1.9240506329113926e-06,7.353016,3821633.3157894732,3875020.0000000005
1.8227848101265818e-06,6.959386,3817996.4861111124,3863926.0000000005
1.7215189873417718e-06,6.565966,3814053.7794117657,3852578.0
1.6202531645569618e-06,6.176679,3812169.0703125005,3842668.0000000005
1.5189873417721518e-06,5.768438,3797555.016666667,3832592.0
1.4177215189873418e-06,5.380095,3794888.4375,3821664.0000000005
1.3164556962025317e-06,4.994229,3793693.182692307,3813192.0
1.2151898734177217e-06,4.609978,3793627.729166666,3802419.0
1.1139240506329109e-06,4.207543,3777226.1022727294,3793150.0
1.0126582278481009e-06,3.824352,3776547.6000000015,3785607.0000000005
9.113924050632909e-07,3.443673,3778474.541666668,3775940.0
8.101265822784809e-07,3.06263,3780433.9062500005,3767413.0
7.088607594936709e-07,2.664487,3758829.875,3760588.0
6.075949367088609e-07,2.286783,3763663.687499999,3752680.0
5.063291139240509e-07,1.908525,3769336.874999998,3744927.0000000005
4.0506329113924e-07,1.530999,3779653.7812500047,3738124.0
3.0379746835443086e-07,1.134194,3733388.583333327,3732484.0
2.0253164556962e-07,0.758039,3742817.5625000047,3727440.0000000005
1.0126582278481085e-07,0.380966,3762039.2499999735,3720439.0
0.0,0.006271,,3715871.0
0.0,0.005884,,3709843.0
0.0,0.005873,,3704379.0
0.0,0.005707,,3701713.0
0.0,0.005209,,3695608.0
0.0,0.005586,,3692135.0
0.0,0.005397,,3689204.0000000005
0.0,0.005508,,3684636.0
0.0,0.005331,,3680345.0
0.0,0.005309,,3677790.0
0.0,0.005397,,3675113.0000000005
0.0,0.005287,,3670722.0
0.0,0.005165,,3667736.0000000005
0.0,0.005154,,3663566.0
0.0,0.005143,,3661177.0
0.0,0.005021,,3659485.0000000005
0.0,0.005033,,3658622.0
0.0,0.004988,,3657228.0
0.0,0.00501,,3653390.0
0.0,0.004933,,3650526.0000000005
0.0,0.004933,,3647606.0000000005
0.0,0.004955,,3646201.0
0.0,0.004844,,3643558.0000000005
0.0,0.004844,,3640549.0
0.0,0.004767,,3638481.0000000005
0.0,0.004844,,3635605.0
0.0,0.005066,,3633128.0000000005
0.0,0.004723,,3631524.0000000005
0.0,0.004656,,3630772.0
0.0,0.004734,,3626525.0
0.0,0.004701,,3626491.0000000005
0.0,0.004491,,3624688.0
0.0,0.004568,,3622510.0000000005
0.0,0.004579,,3620972.0000000005
0.0,0.004579,,3616780.0
0.0,0.004535,,3615696.0
0.0,0.004546,,3614568.0
0.0,0.004468,,3612102.0000000005
0.0,0.004513,,3609348.0
0.0,0.00459,,3608474.0000000005
0.0,0.004435,,3606295.0
0.0,0.004546,,3605034.0
0.0,0.004502,,3602413.0
0.0,0.004535,,3601550.0
0.0,0.004535,,3600378.0000000005
0.0,0.004524,,3599172.0
0.0,0.004568,,3597557.0000000005
0.0,0.004557,,3595478.0
0.0,0.004491,,3593763.0
0.0,0.004457,,3589981.0
0.0,0.004546,,3588985.0000000005
0.0,0.004369,,3587724.0000000005
0.0,0.004524,,3585490.0
0.0,0.004446,,3583289.0000000005
0.0,0.004402,,3580911.0
0.0,0.004347,,3580624.0
0.0,0.004557,,3579186.0
0.0,0.004457,,3578268.0
0.0,0.004413,,3574762.0000000005
0.0,0.004391,,3572793.0
0.0,0.004413,,3571499.0000000005
0.0,0.00438,,3570514.0000000005
0.0,0.004402,,3569176.0000000005
0.0,0.004468,,3566997.0000000005
0.0,0.004435,,3564464.0000000005
0.0,0.004424,,3561666.0000000005
0.0,0.004303,,3560405.0
0.0,0.004325,,3557209.0
0.0,0.004446,,3557397.0
0.0,0.00428,,3555561.0
0.0,0.004369,,3553669.0000000005
0.0,0.004479,,3552066.0
0.0,0.00386,,3552408.0
0.0,0.004303,,3548172.0000000005
0.0,0.004491,,3547509.0
0.0,0.004502,,3543671.0
0.0,0.004303,,3542443.0
0.0,0.004513,,3540983.0000000005
0.0,0.004358,,3539357.0
0.0,0.004435,,3537388.0
0.0,0.004347,,3535420.0
0.0,0.004446,,3532909.0000000005
0.0,0.004391,,3532489.0
0.0,0.004424,,3529005.0000000005
0.0,0.00438,,3529314.0
0.0,0.004424,,3527921.0000000005
0.0,0.004347,,3524226.0000000005
0.0,0.004391,,3522689.0000000005
0.0,0.004391,,3520333.0
0.0,0.004391,,3519072.0
0.0,0.004446,,3516683.0
0.0,0.004424,,3513863.0000000005
0.0,0.004336,,3512912.0
0.0,0.00438,,3511164.0
0.0,0.004402,,3507669.0
0.0,0.004424,,3506375.0
0.0,0.004424,,3503278.0
0.0,0.004391,,3501453.0000000005
0.0,0.004446,,3498456.0
0.0,0.004391,,3497283.0
0.0,0.004535,,3493556.0
0.0,0.004413,,3493158.0000000005
0.0,0.004424,,3490149.0000000005
0.0,0.004369,,3489165.0
0.0,0.004424,,3487063.0
0.0,0.00438,,3484398.0000000005
0.0,0.004402,,3481677.0
0.0,0.00438,,3481024.0000000005
0.0,0.004457,,3478447.0
0.0,0.004424,,3474344.0
0.0,0.004413,,3474388.0
0.0,0.004369,,3470384.0000000005
0.0,0.004369,,3468272.0
0.0,0.004369,,3465883.0
0.0,0.004424,,3463272.0
0.0,0.00438,,3461602.0
0.0,0.004336,,3459523.0
0.0,0.004358,,3457123.0000000005
0.0,0.00438,,3454734.0000000005
0.0,0.004435,,3452643.0000000005
0.0,0.004369,,3450575.0000000005
0.0,0.004291,,3449015.0000000005
0.0,0.004347,,3444923.0000000005
0.0,0.004391,,3443728.0000000005
0.0,0.004369,,3441561.0000000005
0.0,0.004435,,3437756.0
0.0,0.004402,,3436805.0000000005
0.0,0.004291,,3434349.0000000005
0.0,0.004402,,3431108.0
0.0,0.004325,,3428542.0000000005
0.0,0.004358,,3425213.0
0.0,0.004391,,3424262.0000000005
0.0,0.004402,,3418599.0
0.0,0.004413,,3418245.0000000005
0.0,0.004435,,3415945.0
0.0,0.004391,,3413135.0
0.0,0.004325,,3409994.0000000005
0.0,0.004369,,3408512.0
0.0,0.004413,,3406875.0
0.0,0.004402,,3403966.0
0.0,0.00438,,3402772.0000000005
0.0,0.004369,,3398336.0
0.0,0.004413,,3396180.0000000005
0.0,0.004369,,3393116.0
0.0,0.004325,,3391059.0
0.0,0.004336,,3388658.0
0.0,0.004402,,3386347.0000000005
0.0,0.00438,,3383383.0
0.0,0.004413,,3379843.0000000005
0.0,0.004435,,3376912.0
0.0,0.004413,,3373860.0000000005
0.0,0.004347,,3371614.0000000005
0.0,0.004336,,3370088.0
0.0,0.004347,,3368108.0
0.0,0.00438,,3364436.0
0.0,0.004336,,3361306.0
0.0,0.004347,,3359437.0
0.0,0.004358,,3357457.0000000005
0.0,0.004347,,3353851.0000000005
